gid,reason,suggested_request
100000002860934100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.70, 279.50k KZT in)"
100000004500781100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.67, 74.00k KZT in)"
100000003718715100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.67, 915.00k KZT in)"
100000004200745100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.66, 130.00k KZT in)"
100000001378288100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.66, 268.00k KZT in)"
100000008583971100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.65, 51.00k KZT in)"
100000004006327100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.64, 300.00k KZT in)"
100000008722541100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.62, 280.00k KZT in)"
100000001724740100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.62, 185.00k KZT in)"
100000008675322100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.61, 340.00k KZT in)"
100000006232642100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.61, 456.00k KZT in)"
100000006706519100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.61, 36.00k KZT in)"
100000007988344100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.60, 20.00k KZT in)"
100000001131403100,truncated_likely_forwarding,"hop 5: outgoing transfers of this depth-4 node (P(forwards) = 0.60, 1.57M KZT in)"
100000000456947100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000001415126100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000001429930100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000003265658100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000003349739100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000003770083100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000004019124100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000004021459100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000004174835100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005017150100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005087431100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005235389100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005370580100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005395727100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005409680100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005454368100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005480435100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005493505100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005495722100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005523088100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005550592100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005560900100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005568407100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000005668605100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000008117324100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000008205000100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000008513251100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000008516839100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000008669037100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000008673001100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000008701222100,seed_no_outgoing,"no outgoing transfers >= 5,000 KZT in data: check other channels (cash, cards, other banks)"
100000003016635100,seed_inflow_undercounted,"incoming transfers of this seed: only 8 payers seen, 9.41M KZT out"
100000003684369100,seed_inflow_undercounted,"incoming transfers of this seed: only 24 payers seen, 8.59M KZT out"
100000007747786100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 4.24M KZT out"
100000000343175100,seed_inflow_undercounted,"incoming transfers of this seed: only 8 payers seen, 4.00M KZT out"
100000006866783100,seed_inflow_undercounted,"incoming transfers of this seed: only 13 payers seen, 3.95M KZT out"
100000002527114100,seed_inflow_undercounted,"incoming transfers of this seed: only 3 payers seen, 3.29M KZT out"
100000008637537100,seed_inflow_undercounted,"incoming transfers of this seed: only 3 payers seen, 2.35M KZT out"
100000005498992100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 2.26M KZT out"
100000007982728100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 1.80M KZT out"
100000001732159100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 1.51M KZT out"
100000000580561100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 1.49M KZT out"
100000008680731100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 1.46M KZT out"
100000008571433100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 1.43M KZT out"
100000004269433100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 1.37M KZT out"
100000004358004100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 980.85k KZT out"
100000008659445100,seed_inflow_undercounted,"incoming transfers of this seed: only 3 payers seen, 875.15k KZT out"
100000008601794100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 871.40k KZT out"
100000004041163100,seed_inflow_undercounted,"incoming transfers of this seed: only 1 payers seen, 866.00k KZT out"
100000003977183100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 766.00k KZT out"
100000004388983100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 450.82k KZT out"
100000008314203100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 327.00k KZT out"
100000004813068100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 297.00k KZT out"
100000006232815100,seed_inflow_undercounted,"incoming transfers of this seed: only 1 payers seen, 296.50k KZT out"
100000005485830100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 275.88k KZT out"
100000007018630100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 200.00k KZT out"
100000008418835100,seed_inflow_undercounted,"incoming transfers of this seed: only 1 payers seen, 186.18k KZT out"
100000001616816100,seed_inflow_undercounted,"incoming transfers of this seed: only 5 payers seen, 181.33k KZT out"
100000004007116100,seed_inflow_undercounted,"incoming transfers of this seed: only 3 payers seen, 148.00k KZT out"
100000008522127100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 145.00k KZT out"
100000005264990100,seed_inflow_undercounted,"incoming transfers of this seed: only 1 payers seen, 122.00k KZT out"
100000008650785100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 120.12k KZT out"
100000005417257100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 106.00k KZT out"
100000005519347100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 99.00k KZT out"
100000004723755100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 95.00k KZT out"
100000006249740100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 93.01k KZT out"
100000008575624100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 89.50k KZT out"
100000003975102100,seed_inflow_undercounted,"incoming transfers of this seed: only 1 payers seen, 88.50k KZT out"
100000005392290100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 81.47k KZT out"
100000008654653100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 54.00k KZT out"
100000008738325100,seed_inflow_undercounted,"incoming transfers of this seed: only 1 payers seen, 54.00k KZT out"
100000005744674100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 50.07k KZT out"
100000005382566100,seed_inflow_undercounted,"incoming transfers of this seed: only 7 payers seen, 50.00k KZT out"
100000004714705100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 36.55k KZT out"
100000002916006100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 32.00k KZT out"
100000003200071100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 30.00k KZT out"
100000005386383100,seed_inflow_undercounted,"incoming transfers of this seed: only 2 payers seen, 29.00k KZT out"
100000006831291100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 15.00k KZT out"
100000005543136100,seed_inflow_undercounted,"incoming transfers of this seed: only 0 payers seen, 10.00k KZT out"
100000004971871100,seed_inflow_undercounted,"incoming transfers of this seed: only 1 payers seen, 5.65k KZT out"
100000004193835100,seed_inflow_undercounted,"incoming transfers of this seed: only 1 payers seen, 5.00k KZT out"
100000000704700100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000001330595100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000002257794100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000002731501100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000002886166100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000003031890100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000003275398100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000003338583100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000003603979100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000003616818100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000004005964100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000004007116100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000004007197100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000004064431100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000004144536100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000004160650100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000008774237100,small_component,transfers linking this 17-node group (1 seed) to the main network
100000000607731100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000000703894100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000001380054100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000001782980100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000003164661100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000003617552100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000004192865100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000004463277100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000005055454100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000005077484100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000005669845100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000006232815100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000006734554100,small_component,transfers linking this 13-node group (1 seed) to the main network
100000000580561100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000000955444100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000003888271100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005183943100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000007930878100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000007939160100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000002462183100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005056870100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005485830100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005807278100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005895525100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000007175718100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000004094958100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000004331458100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005363908100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005546031100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005547096100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000008575624100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000000307908100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000005456919100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000008193577100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000008659445100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000008736940100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000008751429100,small_component,transfers linking this 6-node group (1 seed) to the main network
100000006249740100,small_component,transfers linking this 5-node group (2 seeds) to the main network
100000006562026100,small_component,transfers linking this 5-node group (2 seeds) to the main network
100000006831291100,small_component,transfers linking this 5-node group (2 seeds) to the main network
100000007347733100,small_component,transfers linking this 5-node group (2 seeds) to the main network
100000008129393100,small_component,transfers linking this 5-node group (2 seeds) to the main network
100000002738256100,small_component,transfers linking this 5-node group (1 seed) to the main network
100000004135268100,small_component,transfers linking this 5-node group (1 seed) to the main network
100000004979498100,small_component,transfers linking this 5-node group (1 seed) to the main network
100000007507343100,small_component,transfers linking this 5-node group (1 seed) to the main network
100000008571433100,small_component,transfers linking this 5-node group (1 seed) to the main network
100000001852140100,small_component,transfers linking this 4-node group (1 seed) to the main network
100000003148220100,small_component,transfers linking this 4-node group (1 seed) to the main network
100000004971871100,small_component,transfers linking this 4-node group (1 seed) to the main network
100000006888238100,small_component,transfers linking this 4-node group (1 seed) to the main network
100000000785800100,small_component,transfers linking this 4-node group (1 seed) to the main network
100000001872484100,small_component,transfers linking this 4-node group (1 seed) to the main network
100000002459163100,small_component,transfers linking this 4-node group (1 seed) to the main network
100000008601794100,small_component,transfers linking this 4-node group (1 seed) to the main network
100000004388983100,small_component,transfers linking this 3-node group (1 seed) to the main network
100000005034574100,small_component,transfers linking this 3-node group (1 seed) to the main network
100000007283257100,small_component,transfers linking this 3-node group (1 seed) to the main network
100000000769919100,small_component,transfers linking this 3-node group (1 seed) to the main network
100000002371751100,small_component,transfers linking this 3-node group (1 seed) to the main network
100000007018630100,small_component,transfers linking this 3-node group (1 seed) to the main network
100000003200071100,small_component,transfers linking this 2-node group (1 seed) to the main network
100000003980083100,small_component,transfers linking this 2-node group (1 seed) to the main network
100000003865939100,small_component,transfers linking this 2-node group (1 seed) to the main network
100000005392290100,small_component,transfers linking this 2-node group (1 seed) to the main network
